device_id,media_owner,name,venue_type,direction_name,lat,lng,face_count,city,state_abbr,zip,country,cpm,dma_name,cbsa_name,us_county,content_width,content_height,ad_play_duration,video_supported,audio_supported,last_request,closest_poi_distance_miles,closest_poi_name,pois_within_radius,image_url,audience_index_dma,audience_index_national
708804,Zoom Media GymTV ,Planet Fitness (RB) - Bentonville - (100-1030),Gym,,36.35858,-94.22269,5,Bentonville,Arkansas,72712,United States,5.797101449,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1920,1080,15,Y,N,2026-06-23T16:28:21.779Z,,,0,https://content.adomni.com/5d895939b3b6acjAjwKzYhC6QBLNG2KkxEEFq6bCF_meAFnheg_original.png,,
710453,Zoom Media GymTV ,Planet Fitness (RB) - Fayetteville (East) - (100-1514),Gym,,36.084766,-94.119514,5,Fayetteville,Arkansas,72701,United States,5.797101449,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:28:12.967Z,,,0,https://content.adomni.com/5d895939b3b6acjAjwKzYhC6QBLNG2KkxEEFq6bCF_meAFnheg_original.png,,
711459,Zoom Media GymTV ,Planet Fitness (RB) - Springdale - (100-717),Gym,,36.173313,-94.17745,5,Springdale,Arkansas,72762,United States,5.797101449,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:12:58.903Z,,,0,https://content.adomni.com/5d895939b3b6acjAjwKzYhC6QBLNG2KkxEEFq6bCF_meAFnheg_original.png,,
729901,Gas Station TV,"7807 Clifty Highway, Huntsville, AR",Gas Station,,36.267331,-93.7643757,4,Huntsville,Arkansas,72740,United States,20.28985507,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Madison County, AR",1920,1080,15,Y,Y,2026-06-23T16:10:07.189Z,,,0,https://content.adomni.com/H9-n6UcqWWoC4NH8DPTOTtDt4YKYjao4ppIQYLGh5Pgp1QKHkH_original.png,,
734356,Gas Station TV,"2001 North Center Street, Elkins, AR",Gas Station,,36.0282782,-94.0238515,8,Elkins,Arkansas,72727,United States,20.28985507,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,Y,2026-06-23T16:13:33.398Z,,,0,https://content.adomni.com/H9-n6UcqWWoC4NH8DPTOTtDt4YKYjao4ppIQYLGh5Pgp1QKHkH_original.png,,
737426,Gas Station TV,"2333 Martin Luther King Junior Boulevard, Fayetteville, AR",Gas Station,,36.053996,-94.1927002,8,Fayetteville,Arkansas,72701,United States,20.28985507,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,Y,2026-06-23T16:14:48.467Z,,,0,https://content.adomni.com/H9-n6UcqWWoC4NH8DPTOTtDt4YKYjao4ppIQYLGh5Pgp1QKHkH_original.png,,
740950,Gas Station TV,"3080 West Wedington Drive, Fayetteville, AR",Gas Station,,36.079066,-94.2033464,12,Fayetteville,Arkansas,72704,United States,20.28985507,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,Y,2026-06-23T16:12:23.314Z,,,0,https://content.adomni.com/H9-n6UcqWWoC4NH8DPTOTtDt4YKYjao4ppIQYLGh5Pgp1QKHkH_original.png,,
741453,Gas Station TV,"107 North Curtis Avenue, Pea Ridge, AR",Gas Station,,36.4426181,-94.1163557,8,Pea Ridge,Arkansas,72751,United States,20.28985507,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1920,1080,15,Y,Y,2026-06-23T15:11:03.010Z,,,0,https://content.adomni.com/H9-n6UcqWWoC4NH8DPTOTtDt4YKYjao4ppIQYLGh5Pgp1QKHkH_original.png,,
741900,Gas Station TV,"3831 N Crossover Rd, Fayetteville, AR",Gas Station,,36.12011456,-94.11919,1,Fayetteville,Arkansas,72703,United States,20.28985507,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,Y,2026-06-23T16:11:34.318Z,,,0,https://content.adomni.com/H9-n6UcqWWoC4NH8DPTOTtDt4YKYjao4ppIQYLGh5Pgp1QKHkH_original.png,,
744825,Gas Station TV,"357 North College Avenue, Fayetteville, AR",Gas Station,,36.0683305,-94.1581046,8,Fayetteville,Arkansas,72701,United States,20.28985507,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,Y,2026-06-23T16:13:25.071Z,,,0,https://content.adomni.com/H9-n6UcqWWoC4NH8DPTOTtDt4YKYjao4ppIQYLGh5Pgp1QKHkH_original.png,,
963519,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:51:14.402Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
963686,Constant Media,Fayetteville Diagnostic Rheumatology Gastro Clinic,Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:12:31.655Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
964090,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:40.149Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
964118,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1080,1920,15,Y,Y,2026-06-23T16:17:55.663Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
964510,Constant Media,Revive Medical Spa,Doctors Office,,36.123444,-94.1386219,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1080,1920,15,Y,Y,2026-06-23T16:34:42.618Z,,,0,https://content.adomni.com/1870b7f95b3LOmRHkSmFELjasg_gqrSjYm3_tbsO-3Nhg5Ofw6_original.jpeg,,
964650,Constant Media,Fayetteville Diagnostic Rheumatology Gastro Clinic,Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:43:41.438Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
964673,Constant Media,Advanced Dermatology & Skin Cancer Center,Doctors Office,,36.123343,-94.1384225,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T13:45:08.570Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
964751,Constant Media,Advanced Dermatology and Skin Cancer Center Bella Vista,Doctors Office,,36.4234207,-94.2213736,1,Bella Vista,Arkansas,72714,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Benton County, AR",1920,1080,15,Y,N,2026-06-23T16:51:06.926Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
964783,Constant Media,"Fayetteville Diagnostic Clinic, A MANA Clinic",Doctors Office,,36.1121248,-94.1559353,1,Fayetteville,Arkansas,72703,United States,14.49275362,FT. SMITH-FAYETTEVILLE-SPRINGDALE-ROGERS,"Fayetteville-Springdale-Rogers, AR","Washington County, AR",1920,1080,15,Y,N,2026-06-23T16:42:20.147Z,,,0,https://content.adomni.com/187155ec3e2Wc1FEeChTXM9bStgNgfYE3g9P9b2mS7BA92pGf5_original.jpeg,,
